40,0.86387,0.00610049,0.00610049
140,0.782864,0.00620368,0.00620368
240,0.476596,0.0041455,0.0041455
340,0.447814,0.00702565,0.00702565
440,0.300796,0.00621481,0.00621481
540,0.250219,0.00407053,0.00407053
640,0.128466,0.00542421,0.00542421
740,0.140417,0.00461439,0.00461439
840,0.0734533,0.00615434,0.00615434
940,0.0660355,0.00581634,0.00581634
1040,0.060044,0.00670908,0.00670908
1140,0.050679,0.00292645,0.00292645
1240,0.0488256,0.00434707,0.00434707
1340,0.0460093,0.00370412,0.00370412
1440,0.244278,0.00300422,0.00300422
