150,0.420794,0.0205,0.0205
300,0.645866,0.0190401,0.0190401
450,0.778899,0.0181216,0.0181216
600,0.855214,0.0199845,0.0199845
750,0.931753,0.0183054,0.0183054
900,0.946995,0.0188245,0.0188245
1050,0.945342,0.0180725,0.0180725
1200,0.97951,0.0182555,0.0182555
1350,0.997541,0.0201598,0.0201598
1500,0.979762,0.0205972,0.0205972
1650,0.977003,0.0201411,0.0201411
1800,0.982573,0.019276,0.019276
1950,1.02155,0.0196961,0.0196961
2100,0.990828,0.0193474,0.0193474
2250,0.992278,0.0192369,0.0192369
2400,1.01484,0.0171138,0.0171138
2550,1.01659,0.017405,0.017405
2700,1.01972,0.0167053,0.0167053
2850,0.982316,0.0179896,0.0179896
3000,1.03256,0.0186313,0.0186313
