250,0.228419,0.00714605,0.00714605
750,0.445191,0.00742205,0.00742205
1250,0.591387,0.00835752,0.00835752
1750,0.709469,0.00768449,0.00768449
2250,0.835902,0.00782313,0.00782313
2750,0.909623,0.00830317,0.00830317
3250,0.889389,0.00791701,0.00791701
3750,0.978047,0.0080245,0.0080245
4250,0.990868,0.00859728,0.00859728
4750,1.00009,0.0079594,0.0079594
5250,1.01319,0.00789624,0.00789624
5750,1.01389,0.00778191,0.00778191
6250,0.999678,0.00762558,0.00762558
6750,0.976692,0.00890236,0.00890236
7250,0.977634,0.00914732,0.00914732
7750,0.969366,0.00796355,0.00796355
8250,1.03794,0.0087578,0.0087578
8750,0.999234,0.00865699,0.00865699
9250,0.95621,0.00813201,0.00813201
9750,0.962751,0.00799261,0.00799261
