40,0.944834,0.00246291,0.00246291
240,0.685654,0.0033232,0.0033232
440,0.416498,0.00297505,0.00297505
640,0.337656,0.00181896,0.00181896
840,0.231473,0.00246712,0.00246712
1040,0.17102,0.00257033,0.00257033
1240,0.124351,0.00387634,0.00387634
1440,0.143993,0.00336552,0.00336552
1640,0.0712518,0.00403343,0.00403343
1840,0.0556136,0.00336808,0.00336808
2040,0.0335505,0.00222567,0.00222567
2240,0.027326,0.00257455,0.00257455
2440,0.0207344,0.00334825,0.00334825
2640,0.0077248,0.00263627,0.00263627
2840,0.0366003,0.00387161,0.00387161
