-32,137.807
-31,528.915
-30,575.087
-29,700.764
-28,646.563
-27,402.869
-26,322.911
-25,635.77
-24,633.897
-23,1270.43
-22,828.421
-21,1297.76
-20,775.746
-19,713.038
-18,435.051
-17,252.107
-16,605.41
-15,671.786
-14,538.136
-13,1297.01
-12,1055.88
-11,976.006
-10,252.726
-9,733.882
-8,1129.08
-7,467.874
-6,997.972
-5,698.912
-4,1185.78
-3,853.626
-2,1994.49
-1,1596.64
0,2524.47
1,5096.78
2,7987.39
3,11219.5
4,13510.7
5,14551.1
6,14237.3
7,12553.7
8,9041.69
9,5282.42
10,2543.99
11,1394.05
12,1311.77
13,1007.2
14,931.505
15,1432.99
16,617.133
17,320.731
18,605.66
19,467.026
20,329.284
21,440.369
22,692.71
23,267.796
24,1091.11
25,900.09
26,668.599
27,693.531
28,503.506
29,507.797
30,931.778
31,458.213
