-5555.56,-0.678671,-2.93964
-5550.13,-5.59257,-15.7788
-5544.7,-19.5671,-56.6068
-5539.28,-54.2249,-84.5765
-5533.85,-55.6662,-82.9402
-5528.43,-19.1624,-44.995
-5523,9.57161,12.6161
-5517.58,5.09369,43.1304
-5512.15,7.56086,36.7143
-5506.73,26.1432,4.67616
-5501.3,26.5661,-26.4323
-5495.88,16.3005,-25.8903
-5490.45,-4.6566,10.1156
-5485.03,-12.7811,14.5596
-5479.6,2.69843,6.07809
-5474.17,5.915,38.6509
-5468.75,17.844,30.1001
-5463.32,17.2613,-8.79186
-5457.9,-22.7662,-7.38687
-5452.47,-33.5355,-17.305
-5447.05,-4.01197,-33.1417
-5441.62,33.4541,1.43302
-5436.2,42.0045,29.0517
-5430.77,7.8374,21.6733
-5425.35,-23.2628,35.199
-5419.92,-8.01694,39.9216
-5414.5,17.9205,19.8436
-5409.07,21.121,-10.0492
-5403.65,47.5111,-41.9163
-5398.22,41.8194,-46.837
-5392.79,1.87392,-26.8717
-5387.37,-11.2738,-9.47057
-5381.94,-39.8675,-25.7412
-5376.52,-69.7266,-40.1678
-5371.09,-44.69,-19.4355
-5365.67,6.80085,17.6643
-5360.24,-3.87448,24.8526
-5354.82,-46.1078,-7.7715
-5349.39,-24.9797,-25.9774
-5343.97,19.8325,0.990359
-5338.54,-0.911277,11.8953
-5333.12,-37.7271,-2.89024
-5327.69,-32.4003,20.6217
-5322.27,-12.9847,16.9956
-5316.84,33.1269,-34.1311
-5311.41,64.0067,-55.9641
-5305.99,42.9438,-51.6928
-5300.56,3.3091,-51.5314
-5295.14,-19.0809,-43.1816
-5289.71,-18.8848,-11.8861
-5284.29,-6.51086,7.81994
-5278.86,30.5884,17.8041
-5273.44,41.4158,28.7442
-5268.01,-11.793,28.374
-5262.59,-58.6982,28.0389
-5257.16,-44.2188,17.8829
-5251.74,-0.518914,14.3364
-5246.31,13.4195,35.4421
-5240.88,5.58317,28.8764
-5235.46,43.3335,-10.7562
-5230.03,61.9544,-21.4163
-5224.61,2.78641,-19.345
-5219.18,-15.1749,-21.8692
-5213.76,28.1503,-13.6895
-5208.33,25.8398,17.6313
-5202.91,-6.38887,57.4586
-5197.48,-13.0222,58.6299
-5192.06,2.28767,31.562
-5186.63,14.9958,40.4419
-5181.21,-7.6605,73.8588
-5175.78,-18.99,58.6089
-5170.36,9.45905,7.61624
-5164.93,29.222,-9.65995
-5159.5,1.26263,14.7661
-5154.08,-35.6173,1.14903
-5148.65,-27.6574,3.39844
