350,0.796781,0,0
700,0.683417,0,0
1050,0.764826,0,0
1400,0.402433,0,0
1750,0.362849,0,0
2100,0.326634,0,0
2450,0.226375,0,0
2800,0.246835,0,0
3150,0.18764,0,0
3500,0.167278,0,0
3850,0.176196,0,0
4200,0.0754351,0,0
4550,0.0581459,0,0
4900,0.103027,0,0
5250,0.106405,0,0
5600,0.110092,0,0
