-5461.33,0.0233795
-5460.67,0.0281304
-5460,0.0521538
-5459.33,0.0214139
-5458.67,0.0123526
-5458,0.0145735
-5457.33,0.060692
-5456.67,0.0581944
-5456,0.0294914
-5455.33,0.0108244
-5454.67,0.0172163
-5454,0.0226942
-5453.33,0.0291365
-5452.67,0.0355773
-5452,0.0327223
-5451.33,0.00689731
-5450.67,0.0282045
-5450,0.06977
-5449.33,0.0252023
-5448.67,0.0250985
-5448,0.0303645
-5447.33,0.0630911
-5446.67,0.00466137
-5446,0.0248112
-5445.33,0.0346564
-5444.67,0.0337275
-5444,0.0458262
-5443.33,0.0117975
-5442.67,0.0480349
-5442,0.0347571
-5441.33,0.0667624
-5440.67,0.0452235
-5440,0.0292226
-5439.33,0.0104339
-5438.67,0.0212474
-5438,0.0552624
-5437.33,0.0286698
-5436.67,0.0136932
-5436,0.036564
-5435.33,0.016795
-5434.67,0.0476774
-5434,0.0470539
-5433.33,0.0218044
-5432.67,0.00981147
-5432,0.0263998
-5431.33,0.0373403
-5430.67,0.0404502
-5430,0.0198899
-5429.33,0.00436822
-5428.67,0.027006
-5428,0.0156979
-5427.33,0.0641686
-5426.67,0.0611572
-5426,0.0102873
-5425.33,0.0286011
-5424.67,0.0416611
-5424,0.0516471
-5423.33,0.0418925
-5422.67,0.0195811
-5422,0.019009
-5421.33,0.0299571
-5420.67,0.0745999
-5420,0.0183733
-5419.33,0.00464346
-5418.67,0.014847
-5418,0.0438753
-5417.33,0.0272856
-5416.67,0.0452104
-5416,0.0568187
-5415.33,0.0528184
-5414.67,0.0576742
-5414,0.0202008
-5413.33,0.0223826
-5412.67,0.050599
-5412,0.0807271
-5411.33,0.0322204
-5410.67,0.0166562
-5410,0.0261771
-5409.33,0.0239984
-5408.67,0.0343557
-5408,0.0333567
-5407.33,0.032842
-5406.67,0.0325018
-5406,0.00956374
-5405.33,0.0335818
-5404.67,0.00668388
-5404,0.0347971
-5403.33,0.0252148
-5402.67,0.0134334
-5402,0.0319573
-5401.33,0.046943
-5400.67,0.0653173
-5400,0.027108
