-5555.56,-1.49774,-4.60955
-5550.13,-23.3931,58.4297
-5544.7,-31.4789,115.043
-5539.28,-49.4367,88.3023
-5533.85,-55.1078,42.2042
-5528.43,-31.6613,21.7074
-5523,-27.4372,9.90095
-5517.58,-42.044,26.2903
-5512.15,-58.6917,68.5522
-5506.73,-49.8194,36.5127
-5501.3,18.0528,-21.7373
-5495.88,62.5483,-8.32575
-5490.45,48.3753,-4.38123
-5485.03,2.74517,-21.0266
-5479.6,-6.85886,-1.38244
-5474.17,29.839,-4.77108
-5468.75,22.5498,-4.38519
-5463.32,-12.2661,4.91091
-5457.9,-5.1432,-10.6052
-5452.47,16.3115,21.5561
-5447.05,8.68879,47.6031
-5441.62,0.123326,-11.9286
-5436.2,16.538,-39.7354
-5430.77,35.3199,9.53641
-5425.35,48.77,31.765
-5419.92,62.7553,31.71
-5414.5,55.0192,22.3138
-5409.07,34.2567,11.5777
-5403.65,18.5811,28.8961
-5398.22,18.1371,28.8421
-5392.79,37.4121,18.6789
-5387.37,20.9729,-3.59305
-5381.94,-17.9656,-48.6208
-5376.52,5.8417,-61.6757
-5371.09,49.5817,-32.3396
-5365.67,25.464,-8.07958
-5360.24,-32.101,-17.7504
-5354.82,-53.8087,-9.19521
-5349.39,-58.7061,0.923727
-5343.97,-34.0954,-15.8736
-5338.54,-11.6419,-19.7047
-5333.12,-5.30361,-24.5853
-5327.69,17.8691,-22.3753
-5322.27,-13.3132,19.0739
-5316.84,-34.2601,60.0046
-5311.41,-7.33932,56.775
-5305.99,-13.2958,30.2101
-5300.56,-25.4427,20.422
-5295.14,-7.23942,19.0776
-5289.71,-9.26973,22.577
-5284.29,-17.0725,56.9006
-5278.86,14.6357,54.4449
-5273.44,32.1634,1.31887
-5268.01,12.5617,-33.1487
-5262.59,-1.31739,-46.1363
-5257.16,9.59908,-25.0602
-5251.74,17.0017,10.8936
-5246.31,0.661461,-13.8059
-5240.88,-15.2112,-34.268
-5235.46,-6.37168,-7.10805
-5230.03,-7.92383,1.22629
-5224.61,-25.1397,7.45274
-5219.18,-23.0496,1.84463
-5213.76,-50.6297,-30.7634
-5208.33,-104.344,-41.3329
-5202.91,-69.9311,-21.1307
-5197.48,11.3256,2.34143
-5192.06,21.2261,8.34909
-5186.63,-5.69636,-3.93363
-5181.21,-7.01676,-17.0234
-5175.78,12.4207,-0.402293
-5170.36,2.11284,44.4665
-5164.93,-43.1838,55.0345
-5159.5,-40.5415,57.6802
-5154.08,3.98376,67.7873
-5148.65,13.323,47.1786
-5143.23,-3.85208,35.825
-5137.8,-0.0733004,36.4804
-5132.38,3.69694,39.4838
-5126.95,-27.0514,40.4843
-5121.53,-28.2624,35.8787
-5116.1,-8.37126,12.9206
-5110.68,11.7241,-35.6489
-5105.25,21.2482,-65.7197
-5099.83,-27.437,-47.5581
-5094.4,-26.5552,-8.75004
-5088.98,23.6494,11.8834
-5083.55,3.23875,12.2567
-5078.12,-17.3572,5.57654
-5072.7,21.8735,27.467
-5067.27,40.9327,45.9772
-5061.85,4.96912,26.352
-5056.42,-23.1062,-23.7849
-5051,3.21021,-69.0918
-5045.57,16.3085,-47.7495
-5040.15,0.949475,-29.2365
-5034.72,-12.1755,-44.3133
-5029.3,-22.5579,-36.2674
-5023.87,-16.5462,-30.3386
-5018.45,-8.82056,-6.92062
-5013.02,-16.3887,22.1341
-5007.6,-20.0852,4.2123
-5002.17,-10.7642,-16.0895
-4996.74,-19.3931,3.03303
-4991.32,-28.8911,45.7987
-4985.89,-17.1344,36.3488
-4980.47,-14.6984,5.34586
-4975.04,-25.7933,10.6511
-4969.62,-4.40846,-5.03594
-4964.19,33.0002,-29.916
