171.264	158.38	1251	
171.443	160.946	1252	
170.783	162.202	1253	
170.463	163.061	1254	
172.319	161.921	1255	
172.51	163.15	1256	
171.619	163.105	1257	
171.254	161.087	1258	
170.195	161.494	1259	
168.202	160.578	1260	
167.567	159.119	1261	
165.855	158.526	1262	
165.093	155.767	1263	
169.055	155.269	1264	
170.139	155.315	1265	
168.755	155.294	1266	
167.463	153.012	1267	
166.301	154.844	1268	
169.615	154.21	1269	
171.19	156.373	1270	
169.673	155.427	1271	
169.55	153.495	1272	
167.703	157.029	1273	
170.032	157.007	1274	
174.452	156.421	1275	
172.712	156.652	1276	
174.31	157.988	1277	
174.936	160.16	1278	
175.485	160.506	1279	
179.461	161.972	1280	
178.556	162.473	1281	
179.572	160.411	1282	
177.815	160.561	1283	
175.533	165.065	1284	
175.5	164.882	1285	
173.348	164.579	1286	
172.689	166.616	1287	
170.764	168.269	1288	
172.498	172.52	1289	
170.914	173.476	1290	
169.331	176.5	1291	
168.381	175.314	1292	
168.814	175.774	1293	
169.068	176.583	1294	
171.285	179.392	1295	
170.399	174.492	1296	
170.422	171.949	1297	
170.112	172.105	1298	
168.041	172.659	1299	
169.824	172.352	1300	
172.21	170.055	1301	
170.475	169.781	1302	
169.617	166.407	1303	
170.955	166.381	1304	
168.951	164.963	1305	
167.041	162.241	1306	
164.781	159.021	1307	
165.787	158.236	1308	
164.503	155.949	1309	
167.576	155.046	1310	
164.93	154.238	1311	
166.123	154.192	1312	
165.442	153.006	1313	
165.312	154.549	1314	
164.672	154.011	1315	
166.167	154.165	1316	
165.638	157.282	1317	
163.738	158.485	1318	
164.379	159.633	1319	
162.971	161.345	1320	
163.837	160.179	1321	
160.116	157.161	1322	
161.233	154.887	1323	
162.487	153.952	1324	
161.433	154.653	1325	
160.003	153.493	1326	
161.514	154.449	1327	
161.743	151.788	1328	
162.744	151.824	1329	
164.839	155.558	1330	
164.178	155.068	1331	
164.473	154.716	1332	
164.589	156.745	1333	
162.394	157.458	1334	
161.482	158.541	1335	
162.426	156.096	1336	
163.821	156.108	1337	
163.798	154.968	1338	
164.528	155.611	1339	
165.676	155.633	1340	
167.032	155.438	1341	
164.984	155.024	1342	
161.219	154.76	1343	
162.232	155.557	1344	
159.271	155.375	1345	
157.461	157.129	1346	
157.203	155.601	1347	
160.654	153.765	1348	
159.259	152.66	1349	
162.72	153.398	1350	
164.973	154.752	1351	
164.978	154.256	1352	
162.296	153.947	1353	
162.667	152.675	1354	
162.694	155.15	1355	
162.278	151.485	1356	
163.003	153.913	1357	
163.864	154.223	1358	
162.32	149.836	1359	
161.031	148.484	1360	
163.603	152.014	1361	
165.887	153.018	1362	
166.455	152.529	1363	
165.094	152.66	1364	
163.094	151.702	1365	
163.491	150.525	1366	
163.32	149.087	1367	
165.626	149.586	1368	
166.152	149.485	1369	
163.775	149.411	1370	
165.302	149.096	1371	
166.033	150.76	1372	
167.837	149.057	1373	
167.614	145.997	1374	
163.044	147.498	1375	
165.593	148.051	1376	
164.864	148.393	1377	
165.854	149.454	1378	
165.942	146.15	1379	
165.465	146.441	1380	
166.929	147.847	1381	
166.129	145.86	1382	
168.561	147.509	1383	
168.226	148.246	1384	
168.58	148.565	1385	
169.503	148.136	1386	
170.381	146.936	1387	
170.035	148.241	1388	
170.119	149.548	1389	
171.589	148.827	1390	
168.518	148.005	1391	
168.453	148.525	1392	
168.61	147.885	1393	
169.974	147.333	1394	
169.507	145.049	1395	
170.338	144.385	1396	
170.999	143.983	1397	
169.466	144.82	1398	
170.281	147.319	1399	
169.813	151.052	1400	
167.795	154.802	1401	
165.486	153.955	1402	
163.031	153.539	1403	
161.958	155.974	1404	
164.576	159.099	1405	
164.715	157.742	1406	
164.484	156.874	1407	
161.093	158.44	1408	
162.797	157.474	1409	
161.767	157.678	1410	
162.611	158.175	1411	
164.76	161.398	1412	
167.274	157.658	1413	
165.657	158.343	1414	
167.922	158.393	1415	
168.667	158.653	1416	
169.93	159.797	1417	
170.276	161.613	1418	
172.472	161.442	1419	
174.046	162.729	1420	
173.604	161.763	1421	
174.549	158.683	1422	
172.467	159.644	1423	
170.337	162.027	1424	
171.843	158.503	1425	
173.783	154.607	1426	
171.593	154.108	1427	
172.93	154.648	1428	
172.665	158.377	1429	
171.762	159.556	1430	
171.418	158.11	1431	
171.284	156.805	1432	
172.961	156.06	1433	
172.403	156.475	1434	
171.137	156.259	1435	
170.555	158.64	1436	
173.085	158.205	1437	
173.326	160.979	1438	
175.047	159.475	1439	
177.128	160.839	1440	
177.203	162.635	1441	
176.642	161.432	1442	
174.631	161.357	1443	
174.126	159.26	1444	
172.669	157.001	1445	
172.896	157.502	1446	
173.538	158.064	1447	
173.591	160.459	1448	
174.115	163.448	1449	
173.32	161.777	1450	
174.558	160.46	1451	
174.703	158.107	1452	
174.916	158.466	1453	
173.513	155.051	1454	
176.22	155.865	1455	
176.9	155.291	1456	
181.227	158.395	1457	
177.665	160.656	1458	
177.639	162.029	1459	
174.237	161.155	1460	
177.901	160.509	1461	
177.716	163.016	1462	
176.998	160.538	1463	
172.92	158.686	1464	
173.915	159.731	1465	
172.743	160.707	1466	
171.644	157.634	1467	
171.425	157.109	1468	
171.273	154.923	1469	
170.731	155.695	1470	
168.876	155.269	1471	
167.91	156.854	1472	
167.699	155.32	1473	
165.092	154.188	1474	
167.065	153.811	1475	
169.004	154.968	1476	
167.355	154.8	1477	
168.576	155.343	1478	
167.511	155.979	1479	
167.736	155.061	1480	
167.942	155.916	1481	
168.153	155.242	1482	
167.016	155.38	1483	
168.755	156.815	1484	
169.07	157.639	1485	
164.381	159.043	1486	
167.907	160.315	1487	
165.005	157.032	1488	
165.261	160.464	1489	
164.066	160.547	1490	
