250,0.192527,0.00784572,0.00784572
750,0.311382,0.00779521,0.00779521
1250,0.46429,0.0081771,0.0081771
1750,0.572964,0.00772284,0.00772284
2250,0.647216,0.00752445,0.00752445
2750,0.724367,0.00790825,0.00790825
3250,0.822105,0.00791065,0.00791065
3750,0.819061,0.00753348,0.00753348
4250,0.893944,0.00806133,0.00806133
4750,0.950436,0.00755723,0.00755723
5250,0.884784,0.00810933,0.00810933
5750,0.965003,0.00742715,0.00742715
6250,0.927358,0.0081227,0.0081227
6750,0.987309,0.00848234,0.00848234
7250,0.957614,0.00783296,0.00783296
7750,0.953883,0.0080714,0.0080714
8250,0.978043,0.00699591,0.00699591
8750,0.973896,0.0074115,0.0074115
9250,1.05753,0.00748108,0.00748108
9750,0.968036,0.00791296,0.00791296
