250,0.289514,0.00901752,0.00901752
750,0.581041,0.00898207,0.00898207
1250,0.748268,0.00966502,0.00966502
1750,0.846121,0.0093496,0.0093496
2250,0.912297,0.00971639,0.00971639
2750,0.953151,0.00893534,0.00893534
3250,0.969123,0.00953447,0.00953447
3750,0.969658,0.00967747,0.00967747
4250,1.00481,0.00907879,0.00907879
4750,1.00649,0.00934593,0.00934593
5250,1.00873,0.00948925,0.00948925
5750,1.01748,0.0090821,0.0090821
6250,1.01204,0.00989744,0.00989744
6750,1.0223,0.00985667,0.00985667
7250,0.984687,0.00912007,0.00912007
7750,1.00271,0.00968355,0.00968355
8250,0.991179,0.00956184,0.00956184
8750,1.01503,0.00942983,0.00942983
9250,0.981752,0.0078733,0.0078733
9750,0.978928,0.0088179,0.0088179
