93.3603	121.842	1	
94.9871	121.151	2	
97.0819	120.967	3	
96.1448	119.901	4	
95.3283	121.599	5	
96.7782	122.996	6	
97.5457	124.544	7	
99.3417	125.126	8	
98.6333	124.543	9	
97.9532	125.872	10	
101.332	125.141	11	
100.074	124.007	12	
102.585	125.577	13	
100.82	123.375	14	
100.914	122.797	15	
98.2979	120.938	16	
98.7894	118.601	17	
100.428	119.176	18	
100.361	119.507	19	
98.6701	120.626	20	
99.692	122.872	21	
103.588	123.924	22	
100.844	123.501	23	
102.138	123.174	24	
102.014	120.955	25	
102.622	120.336	26	
103.578	119.174	27	
104.223	119.482	28	
106.909	118.451	29	
107.778	121.142	30	
107.347	119.468	31	
108.665	120.013	32	
109.484	120.39	33	
109.749	120.087	34	
108.885	121.219	35	
110.221	121.229	36	
110.996	120.376	37	
108.878	116.939	38	
112.836	118.009	39	
112.445	118.56	40	
114.494	118.715	41	
114.492	115.108	42	
114.506	114.45	43	
115.051	115.456	44	
115.218	116.373	45	
116.507	119.714	46	
117.396	121.659	47	
119.144	121.159	48	
119.827	120.92	49	
120.374	125.98	50	
123.161	128.766	51	
122.525	129.214	52	
124.633	128.434	53	
124.085	130.714	54	
122.472	132.817	55	
123.706	132.473	56	
126.662	135.365	57	
127.714	134.479	58	
126.485	133.545	59	
126.936	132.006	60	
127.993	129.296	61	
123.684	129.104	62	
120.41	130.144	63	
120.364	128.547	64	
117.432	131.343	65	
120.214	132.9	66	
121.806	134.75	67	
122.458	131.449	68	
125.23	133.112	69	
127.149	132.894	70	
128.503	133.198	71	
129.889	128.851	72	
130.399	124.079	73	
131.374	124.324	74	
132.378	123.387	75	
132.01	123.038	76	
127.299	120.85	77	
128.233	124.795	78	
127.565	123.483	79	
125.56	124.477	80	
123.981	126.095	81	
123.737	126.784	82	
128.237	126.584	83	
130.576	128.999	84	
130.018	131.24	85	
129.964	130.873	86	
128.031	129.208	87	
127.226	129.486	88	
127.875	131.306	89	
128.052	130.778	90	
127.489	131.944	91	
127.215	128.465	92	
129.439	125.538	93	
130.05	126.036	94	
131.527	127.586	95	
132.378	130.345	96	
134.835	131.975	97	
136.774	133.699	98	
136.571	140.93	99	
138.376	137.791	100	
133.787	138.829	101	
135.411	138.742	102	
132.924	136.898	103	
132.698	136.397	104	
134.053	135.606	105	
132.825	136.936	106	
132.472	137.334	107	
132.383	137.318	108	
131.193	134.092	109	
131.963	130.207	110	
128.181	135.168	111	
128.591	137.292	112	
130.123	135.803	113	
128.901	135.391	114	
133.689	133	115	
131.683	133.924	116	
130.771	130.911	117	
130.1	130.005	118	
132.856	135.554	119	
133.927	133.943	120	
136.572	132.649	121	
136.934	133.685	122	
135.962	132.342	123	
137.166	130.983	124	
136.002	132.737	125	
135.858	134.413	126	
137.585	132.099	127	
140.186	133.787	128	
139.124	135.315	129	
138.61	136.897	130	
139.03	137.244	131	
137.44	136.109	132	
137.488	136.558	133	
139.366	137.666	134	
137.23	137.689	135	
135.482	138.537	136	
134.945	139.889	137	
132.712	138.938	138	
134.86	139.76	139	
135.27	141.747	140	
136.053	142.96	141	
135.292	143.755	142	
131.667	147.003	143	
131.323	145.573	144	
130.852	145.478	145	
130.855	146.314	146	
129.033	148.496	147	
130.415	147.954	148	
131.607	147.065	149	
133.351	147.336	150	
134.564	148.626	151	
135.336	147.316	152	
138.27	146.337	153	
138.03	146.842	154	
136.771	149.619	155	
139.606	149.048	156	
137.185	146.671	157	
138.698	150.009	158	
137.422	148.292	159	
138.539	150.168	160	
137.046	151.744	161	
137.776	152.307	162	
138.495	150.611	163	
138.991	149.127	164	
136.913	152.917	165	
139.238	152.053	166	
140.914	153.233	167	
141.013	149.546	168	
143.516	149.701	169	
144.138	152.66	170	
144.183	153.41	171	
142.205	154.536	172	
139.672	155.405	173	
141.993	156.059	174	
139.555	153.109	175	
137.613	155.581	176	
136.988	155.996	177	
135.958	156.95	178	
138.833	156.137	179	
136.069	156.95	180	
137.266	160.545	181	
141.635	161.327	182	
141.68	159.255	183	
143.581	162.944	184	
144.247	164.82	185	
144.132	167.709	186	
145.838	171.929	187	
144.684	173.532	188	
147.475	175.379	189	
149.044	173.575	190	
148.793	174.597	191	
147.773	175.756	192	
149.814	173.893	193	
