257.84,1.83667e-014
257.93,-1.47317e-005
258.02,5.05949e-005
258.11,0.00056116
258.2,7.61904e-005
258.29,-0.00281248
258.38,-0.00539458
258.47,-0.00281452
258.56,0.00474271
258.65,0.00597831
258.74,-0.00139873
258.83,-0.0105327
258.92,-0.0067708
259.01,0.00965607
259.1,0.0218427
259.19,0.0136919
259.28,-0.0156161
259.37,-0.0245082
259.46,-0.00347059
259.55,0.0364125
259.64,0.0438559
259.73,0.00118086
259.82,-0.0380147
259.91,-0.0305313
260,0.030244
260.09,0.0686059
260.18,0.0343859
260.27,-0.0464046
260.36,-0.0894299
260.45,-0.0178848
260.54,0.0844508
260.63,0.0860263
260.72,-0.0120287
260.81,-0.113667
260.9,-0.0995134
260.99,0.0176656
261.08,0.117718
261.17,0.0814022
261.26,-0.114833
261.35,-0.167747
261.44,-0.0387616
261.53,0.154391
261.62,0.146799
261.71,-0.0395647
261.8,-0.266951
261.89,-0.220535
261.98,0.0311221
262.07,0.232663
262.16,0.11431
262.25,-0.176173
262.34,-0.295556
262.43,-0.118585
262.52,0.25096
262.61,0.334926
262.7,0.0173178
262.79,-0.343105
262.88,-0.354267
262.97,0.0154323
263.06,0.372467
263.15,0.231955
263.24,-0.231315
263.33,-0.489175
263.42,-0.196758
263.51,0.342093
263.6,0.540139
263.69,0.12909
263.78,-0.432184
263.87,-0.519889
263.96,0.0294815
264.05,0.580212
264.14,0.462705
264.23,-0.195019
264.32,-0.657674
264.41,-0.370375
264.5,0.429231
264.59,0.740044
264.68,0.15744
264.77,-0.747359
264.86,-1.00378
264.95,-0.331788
265.04,0.508876
265.13,0.483729
265.22,-0.350362
265.31,-1.02576
265.4,-0.632798
265.49,0.437258
265.58,1.08768
265.67,0.441158
265.76,-0.696416
265.85,-1.08124
265.94,-0.0287458
266.03,1.07986
266.12,1.03225
266.21,-0.154683
266.3,-1.13345
266.39,-0.673444
266.48,0.611345
266.57,1.3454
266.66,0.514901
266.75,-0.794585
266.84,-1.25501
266.93,-0.140051
267.02,1.2577
267.11,1.20086
267.2,-0.108524
267.29,-1.44597
267.38,-0.93973
267.47,0.687223
267.56,1.4929
267.65,0.749695
267.74,-0.902504
267.83,-1.32195
267.92,-0.00554522
268.01,1.85489
268.1,1.89327
268.19,0.327216
268.28,-1.05013
268.37,-0.642885
268.46,0.885398
268.55,1.91106
268.64,1.08059
268.73,-1.01016
268.82,-2.02938
268.91,-0.854321
269,0.958527
269.09,1.56414
269.18,-0.0653316
269.27,-2.03818
269.36,-1.97131
269.45,0.139321
269.54,1.83403
269.63,1.14641
269.72,-1.30441
269.81,-2.66871
269.9,-1.37002
269.99,1.26994
270.08,2.21359
270.17,0.313749
270.26,-2.21398
270.35,-2.16923
270.44,0.58592
270.53,3.09619
270.62,1.99361
270.71,-1.17088
270.8,-2.99644
270.89,-1.11099
270.98,2.11496
271.07,3.00348
271.16,0.493411
271.25,-2.21746
271.34,-2.06916
271.43,0.643235
271.52,3.04543
271.61,2.35984
271.7,-0.488434
271.79,-2.34709
271.88,-1.06232
271.97,2.17661
272.06,3.52621
272.15,1.30928
272.24,-2.40824
272.33,-2.98586
272.42,0.0841654
272.51,3.00861
272.6,2.32381
272.69,-0.904166
272.78,-3.08986
272.87,-1.46168
272.96,2.37438
273.05,4.04366
273.14,1.11828
273.23,-2.92149
273.32,-3.34637
273.41,-0.0783041
273.5,3.47998
273.59,2.73611
273.68,-1.40809
273.77,-4.01195
273.86,-2.36846
273.95,1.91558
274.04,3.62388
274.13,1.01202
274.22,-2.97756
274.31,-3.62597
274.4,-0.510205
274.49,3.10361
274.58,3.30668
274.67,-0.318947
274.76,-2.39913
274.85,-1.15773
274.94,3.25836
275.03,4.94291
275.12,2.06766
275.21,-2.41699
275.3,-3.22432
275.39,-0.175738
275.48,3.41115
275.57,2.31346
275.66,-1.34067
275.75,-3.8444
275.84,-2.3303
275.93,1.91611
276.02,3.09302
276.11,0.344331
276.2,-3.2065
276.29,-3.96906
276.38,-0.604651
276.47,3.34144
276.56,2.72554
276.65,-1.57015
276.74,-4.74772
276.83,-2.65481
276.92,2.40154
277.01,4.78824
277.1,1.48566
277.19,-3.92676
277.28,-5.43439
277.37,-0.985851
277.46,4.5984
277.55,3.8281
277.64,-2.07303
277.73,-6.07074
277.82,-4.53631
277.91,1.03895
278,4.57927
278.09,0.5357
278.18,-6.35924
278.27,-7.90807
278.36,-2.48013
278.45,3.49695
278.54,3.63954
278.63,-1.49233
278.72,-5.38939
278.81,-2.47701
278.9,3.83195
278.99,6.53069
279.08,2.6415
279.17,-3.24671
279.26,-5.94126
279.35,0.0406311
279.44,6.30727
279.53,7.33179
279.62,-0.074898
279.71,-5.5946
279.8,-4.03238
279.89,3.12675
279.98,7.77901
280.07,4.08406
280.16,-3.40931
280.25,-6.71285
280.34,-2.23998
280.43,5.90577
280.52,6.36403
280.61,0.0633962
280.7,-7.36361
280.79,-5.69044
280.88,1.62075
280.97,6.51244
281.06,3.68443
281.15,-3.93876
281.24,-7.97336
281.33,-3.04543
281.42,5.50609
281.51,6.24766
281.6,-1.00132
