350,0.649062,0,0
700,0.457054,0,0
1050,0.306451,0,0
1400,0.143551,0,0
1750,0.112938,0,0
2100,0.057746,0,0
2450,0.0736091,0,0
2800,0.0386275,0,0
3150,0.0341156,0,0
3500,0.0139411,0,0
3850,0.0544545,0,0
4200,0.0244524,0,0
4550,0.0326262,0,0
4900,0.0202981,0,0
5250,0.039429,0,0
5600,0.0341481,0,0
